sample_id,Instances,Company,Quarter,Year,filename,type,LLM_Stance_o3_pro,LLM_Reason_o3_pro
bc8c21c2049c86ae751b4dc2e0398615,"Earnings per share (EPS) attributable to 3M common shareholders diluted: The following table provides the increase (decrease) in diluted earnings per share for 2020 compared to the same period last year, in addition to2019 compared to 2018.",MMM,,2020,Training-10-K-2020_MMM.txt,Train,Neutral,"1. Chain-of-Thought Reasoning  
   • The sentence merely states that a table ""provides the increase (decrease) in diluted EPS"" for certain periods.  
   • It does not specify whether EPS actually rose or fell, nor does it give any magnitude.  
   • Therefore, it supplies no clear positive or negative signal about profitability; it is purely descriptive.  
   • According to Guideline 6, if EPS is only tangentially referenced without conveying direction or impact, the stance is Neutral.  
   • The broader 10-K context is not required to judge this particular sentence.  

2. Stance: Neutral  

3. Brief Justification: The sentence only introduces a table about possible EPS changes without revealing whether EPS increased or decreased, thus conveying no favorable or unfavorable information.  

Context usefulness: Not necessary."
57b314d37efdd71502638615a8b0b3ca,"On an adjusted basis, net income attributable to 3M was $5.088 billion, or $8.74 per diluted share for 2020 compared to $5.193 billion, or $8.88per diluted share in December 31, 2019, a decrease of 1.5 percent on a per diluted share basis.",MMM,,2020,Training-10-K-2020_MMM.txt,Train,Negative,"1. Chain-of-Thought Reasoning  
   • The sentence explicitly discusses “$8.74 per diluted share for 2020” versus “$8.88 per diluted share in 2019,” and says this is “a decrease of 1.5 percent.”  
   • Per Guideline 4 (changes over time), a decline in EPS signals a deterioration in profitability.  
   • No offsetting positive cues are given, so the dominant context is the EPS decline.  
   • Therefore the stance toward EPS is Negative.  
   • The surrounding report data merely corroborate these figures; the sentence itself is sufficient, so the broader context is not necessary for classification.

2. Stance: Negative

3. Brief Justification: The sentence reports adjusted diluted EPS fell from $8.88 to $8.74, a 1.5 % decrease, indicating weaker profitability."
220f5dad447650f3c3e61e1e3653dabe,"Additional discussion related to the components of the year-on-year change in earnings per diluted share follows: Organic growth/productivity and other: Lower organic volume growth in 2020 as a result of significant COVID-19 related impacts, in addition to COVID-related net factorsdescribed in the preceding Overview Consideration of COVID-19 section, decreased earnings per diluted share year-on-year.",MMM,,2020,Training-10-K-2020_MMM.txt,Train,Negative,"1. Chain-of-Thought Reasoning  
   • The sentence directly discusses EPS (“earnings per diluted share”).  
   • It states that “Lower organic volume growth in 2020 … decreased earnings per diluted share year-on-year.”  
   • A decrease in EPS represents an unfavorable impact on profitability (Guideline 4: changes over time – decline is negative).  
   • No offsetting positive cues are provided; the dominant context is the decline.  
   • Therefore the stance toward EPS is Negative.  

2. Stance: Negative  

3. Brief Justification: The sentence says lower organic volume tied to COVID-19 “decreased earnings per diluted share year-on-year,” signalling a negative impact on EPS.  

Context usage: Not necessary – the sentence alone contains the relevant information."
46ccd075fe212dba55d82330e0ac584c,Partially offsetting this netdecrease in earnings per share were year-on-year net gains related to certain property sales (in 2020 within Safety and Industrial and in2019 within Corporate and Unallocated) in addition to benefits recognized in 2020 related to the restructuring and other actions taken in2019 (and the adjustments thereto in 2020) along with continued cost management and productivity efforts.,MMM,,2020,Training-10-K-2020_MMM.txt,Train,Negative,"1. Chain-of-Thought Reasoning  
   • The sentence explicitly states there was a “net decrease in earnings per share,” which is an unfavorable outcome for profitability (Guideline 4: changes over time).  
   • Although it notes several items “partially offsetting” that decrease (property-sale gains, restructuring benefits, cost management), those are qualified as only partial and therefore do not eliminate the underlying decline.  
   • When cues conflict, the dominant context (the EPS decrease) governs the stance (Guideline 5).  
   • Thus, overall sentiment toward EPS in this sentence is negative.

2. Stance: Negative

3. Brief Justification: The sentence reports a “net decrease in earnings per share,” with gains merely “partially offsetting” the drop, indicating an overall negative impact on EPS.  

Context usage: Not necessary—the sentence itself contains all required information."
b619c3691336aa34aa6695bb37a23c75,The year-on-year impact of the non divestiture-related restructuring actions taken in 2020 and 2019 increased earnings per diluted shareby 12 cents.,MMM,,2020,Training-10-K-2020_MMM.txt,Train,Positive,"1. Chain-of-Thought Reasoning  
   • The sentence explicitly states that the restructuring actions “increased earnings per diluted share by 12 cents.”  
   • An increase in EPS is a direct indicator of improved profitability (Guideline 4: look for changes over time such as growth).  
   • No negative or offsetting language is present, so the dominant context is clearly favorable.  
   • Therefore, the stance toward EPS is Positive.  
   • The 10-K context (Key drivers vs. 2019: “non-divestiture restructuring … added $0.12”) corroborates but is not required—the sentence alone is sufficient.

2. Stance: Positive

3. Brief Justification: The sentence says the non-divestiture restructuring actions “increased earnings per diluted share by 12 cents,” indicating a favorable impact on EPS.  

Context use: Not necessary (helpful for confirmation but classification can be made from the sentence itself)."
a0b2d6a7a9e32a6931003c6ebfb3ccc7,"Divestiture impacts include the lost operating income from divested businesses, which decreased earnings per diluted share by 3 centsyear-on-year for 2020.",MMM,,2020,Training-10-K-2020_MMM.txt,Train,Negative,"1. Chain-of-Thought Reasoning  
   • The sentence explicitly references “earnings per diluted share,” the target metric.  
   • It states that divestitures “decreased” EPS by $0.03 in 2020, indicating a downward change.  
   • Per Guideline 4 (changes over time) and Guideline 1 (focus on EPS), a decline in EPS is an unfavorable signal for profitability.  
   • No offsetting or positive qualifiers are mentioned, so the dominant stance is negative.  
   • The broader 10-K context is not required to understand this negative impact.

2. Stance: Negative

3. Brief Justification: The sentence says divestitures “decreased earnings per diluted share by 3 cents” in 2020, directly signaling a negative impact on EPS.

Context use: Not necessary for classification."
9e6736498a19ba0185e7eadc8ee6ebd6,"Foreign exchange impacts: Foreign currency impacts (net of hedging) decreased pre-tax earnings year-on-year by approximately $81 million in 2020, whichdecreased earnings per diluted share by 11 cents, excluding the impact of foreign currency changes on tax rates.",MMM,,2020,Training-10-K-2020_MMM.txt,Train,Negative,"1. Chain-of-Thought Reasoning  
   • The sentence explicitly mentions that foreign-currency effects “decreased earnings per diluted share by 11 cents.”  
   • A decrease in EPS is an unfavorable impact on profitability (Guideline 4: changes over time, negative direction).  
   • No offsetting positive information is given; the dominant cue is the reduction in EPS.  
   • Therefore, the stance toward EPS is negative. The broader 10-K context is not required to reach this conclusion, though it is consistent.

2. Stance: Negative

3. Brief Justification: The sentence states that FX effects reduced pre-tax earnings and “decreased earnings per diluted share by 11 cents,” signaling a negative impact on EPS. (Context not necessary)"
345677be268b23ee74234817f3dba879,"Year 2019 EPS: Organic growth/productivity and other: Negative organic local-currency sales growth as a result of softness in certain end markets and channel inventory adjustments, along withactions taken by 3M in response to lower sales volumes and high inventory levels, which resulted in lower manufacturing and inventoryabsorption, reduced earnings per diluted share.",MMM,,2020,Training-10-K-2020_MMM.txt,Train,Negative,"1. Chain-of-Thought Reasoning  
   • The sentence directly refers to EPS, stating that lower organic sales and inventory issues “resulted in … reduced earnings per diluted share.”  
   • According to Guideline 4 (changes over time) and Guideline 1 (focus on EPS portrayal), a reduction in EPS is an unfavorable signal for profitability.  
   • No offsetting positive cues are given; the dominant context is clearly adverse.  
   • The broader 10-K context is not needed to understand that “reduced EPS” is negative.

2. Stance: Negative

3. Brief Justification: The sentence explicitly states that negative organic sales growth and lower manufacturing absorption “reduced earnings per diluted share,” indicating a detrimental impact on EPS. (Context not necessary)"
c3023bebd410f5ff0a84607d2b25dfc8,"Table of Contents 22 Defined benefit pension and postretirement service cost expense decreased expense year-on-year, which benefited earnings per dilutedshare.",MMM,,2020,Training-10-K-2020_MMM.txt,Train,Positive,"1. Chain-of-Thought Reasoning  
   • The sentence directly links a decrease in defined-benefit pension and post-retirement service-cost expense to an improvement in “earnings per diluted share.”  
   • Lower expenses mean higher net earnings, which mechanically lifts EPS—clearly a favorable impact.  
   • No conflicting cues are present; the stance toward EPS is unequivocally positive (Guideline 4: financial indicators/trends).  
   • The surrounding 10-K context is not needed to interpret this statement; the sentence alone conveys the positive effect.

2. Stance: Positive

3. Brief Justification  
   The sentence states that reduced pension and post-retirement service costs “benefited earnings per diluted share,” indicating a favorable impact on EPS.

Context usage: Not necessary (the sentence itself provides sufficient evidence)."
c917c7146a8353e8dc84c81ba59985d6,"Inaggregate, the Company recorded a full year 2019 combined pre-tax charge of $282 million, or 41 cents per diluted share.",MMM,,2020,Training-10-K-2020_MMM.txt,Train,Negative,"1. Chain-of-Thought Reasoning  
   • The sentence explicitly states the company took a “pre-tax charge” of $282 million.  
   • Charges are expenses that lower net income and, therefore, reduce earnings per share.  
   • The impact is quantified as “41 cents per diluted share,” linking the expense directly to EPS.  
   • Under guideline 4 (financial indicators/trends) and guideline 5 (dominant context), such a cost clearly hurts profitability.  
   • No offsetting positive information is provided, so the overall signal for EPS is negative.  
   • The surrounding 10-K context is not required to interpret this single sentence.

2. Stance: Negative

3. Brief Justification: The sentence reports a $282 million pre-tax charge equal to $0.41 per diluted share, an expense that directly reduces EPS and thus negatively affects profitability.  

Context Usefulness: Not necessary."
